win_rate,profit_factor,sharpe_ratio,max_drawdown,average_trade,total_profit,total_loss,largest_win,largest_loss,average_win,average_loss,win_loss_ratio
0.5,2.9588058999823716,0.894300357853908,0.0032991874015883705,9.99990000000001,60.420000000000044,20.420400000000008,58.17090000000001,-15.027000000000001,30.210000000000022,10.210200000000004,2.9588058999823716
