timestamp,side,size,entry_price,exit_price,pnl,status
2024-10-23 15:00:00,sell,0.003,66203.3,,,open
2024-10-27 23:00:00,buy,0.003,66203.3,68001.1,-5.393400000000009,closed
2024-10-28 00:00:00,buy,0.003,67830.4,,,open
2024-11-03 04:00:00,sell,0.003,67830.4,68580.1,2.249100000000035,closed
2024-11-03 05:00:00,sell,0.003,68431.8,,,open
2024-11-06 07:00:00,buy,0.003,68431.8,73440.8,-15.027000000000001,closed
2024-11-06 08:00:00,buy,0.003,73494.3,,,open
2024-11-13 18:00:00,sell,0.003,73494.3,92884.6,58.17090000000001,closed
